,a,e,time
0,0.07,0.0,8.101101749837978
1,0.1265,0.0,100000.0
2,0.183,0.0,8044.3940375891125
3,0.2395,0.0,100000.0
4,0.296,0.0,100000.0
5,0.3525,0.0,100000.0
6,0.409,0.0,100000.0
7,0.46549999999999997,0.0,100000.0
8,0.522,0.0,100000.0
9,0.5785,0.0,1685.0291639662994
10,0.635,0.0,477.9650032404407
11,0.6915,0.0,866.8178872326637
12,0.748,0.0,80492.54698639015
13,0.8045,0.0,100000.0
14,0.861,0.0,100000.0
15,0.9175,0.0,100000.0
16,0.974,0.0,100000.0
17,1.0305,0.0,100000.0
18,1.087,0.0,100000.0
19,1.1435,0.0,100000.0
20,1.2,0.0,100000.0
21,0.07,0.010526315789473684,3183.7329876863255
22,0.1265,0.010526315789473684,100000.0
23,0.183,0.010526315789473684,1255.6707712248867
24,0.2395,0.010526315789473684,100000.0
25,0.296,0.010526315789473684,100000.0
26,0.3525,0.010526315789473684,100000.0
27,0.409,0.010526315789473684,100000.0
28,0.46549999999999997,0.010526315789473684,100000.0
29,0.522,0.010526315789473684,100000.0
30,0.5785,0.010526315789473684,1239.4685677252107
31,0.635,0.010526315789473684,137.71872974724562
32,0.6915,0.010526315789473684,567.0771224886585
33,0.748,0.010526315789473684,100000.0
34,0.8045,0.010526315789473684,100000.0
35,0.861,0.010526315789473684,100000.0
36,0.9175,0.010526315789473684,100000.0
37,0.974,0.010526315789473684,100000.0
38,1.0305,0.010526315789473684,100000.0
39,1.087,0.010526315789473684,100000.0
40,1.1435,0.010526315789473684,100000.0
41,1.2,0.010526315789473684,100000.0
42,0.07,0.021052631578947368,8.101101749837978
43,0.1265,0.021052631578947368,100000.0
44,0.183,0.021052631578947368,4228.775113415425
45,0.2395,0.021052631578947368,33951.717433570964
46,0.296,0.021052631578947368,100000.0
47,0.3525,0.021052631578947368,100000.0
48,0.409,0.021052631578947368,100000.0
49,0.46549999999999997,0.021052631578947368,100000.0
50,0.522,0.021052631578947368,100000.0
51,0.5785,0.021052631578947368,24.303305249513933
52,0.635,0.021052631578947368,931.6267012313675
53,0.6915,0.021052631578947368,1612.1192482177578
54,0.748,0.021052631578947368,100000.0
55,0.8045,0.021052631578947368,100000.0
56,0.861,0.021052631578947368,100000.0
57,0.9175,0.021052631578947368,100000.0
58,0.974,0.021052631578947368,100000.0
59,1.0305,0.021052631578947368,100000.0
60,1.087,0.021052631578947368,100000.0
61,1.1435,0.021052631578947368,100000.0
62,1.2,0.021052631578947368,100000.0
63,0.07,0.031578947368421054,2576.150356448477
64,0.1265,0.031578947368421054,100000.0
65,0.183,0.031578947368421054,16672.067401166558
66,0.2395,0.031578947368421054,100000.0
67,0.296,0.031578947368421054,100000.0
68,0.3525,0.031578947368421054,100000.0
69,0.409,0.031578947368421054,100000.0
70,0.46549999999999997,0.031578947368421054,100000.0
71,0.522,0.031578947368421054,100000.0
72,0.5785,0.031578947368421054,162.02203499675957
73,0.635,0.031578947368421054,4147.764095917045
74,0.6915,0.031578947368421054,332.1451717433571
75,0.748,0.031578947368421054,80614.06351263772
76,0.8045,0.031578947368421054,100000.0
77,0.861,0.031578947368421054,100000.0
78,0.9175,0.031578947368421054,100000.0
79,0.974,0.031578947368421054,100000.0
80,1.0305,0.031578947368421054,100000.0
81,1.087,0.031578947368421054,100000.0
82,1.1435,0.031578947368421054,100000.0
83,1.2,0.031578947368421054,100000.0
84,0.07,0.042105263157894736,486.0661049902787
85,0.1265,0.042105263157894736,100000.0
86,0.183,0.042105263157894736,1336.6817887232664
87,0.2395,0.042105263157894736,30111.795204147766
88,0.296,0.042105263157894736,100000.0
89,0.3525,0.042105263157894736,100000.0
90,0.409,0.042105263157894736,100000.0
91,0.46549999999999997,0.042105263157894736,100000.0
92,0.522,0.042105263157894736,100000.0
93,0.5785,0.042105263157894736,4974.076474400518
94,0.635,0.042105263157894736,89.11211924821777
95,0.6915,0.042105263157894736,1944.2644199611148
96,0.748,0.042105263157894736,100000.0
97,0.8045,0.042105263157894736,100000.0
98,0.861,0.042105263157894736,100000.0
99,0.9175,0.042105263157894736,100000.0
100,0.974,0.042105263157894736,100000.0
101,1.0305,0.042105263157894736,100000.0
102,1.087,0.042105263157894736,100000.0
103,1.1435,0.042105263157894736,100000.0
104,1.2,0.042105263157894736,100000.0
105,0.07,0.05263157894736842,2705.767984445885
106,0.1265,0.05263157894736842,100000.0
107,0.183,0.05263157894736842,4496.111471160078
108,0.2395,0.05263157894736842,100000.0
109,0.296,0.05263157894736842,100000.0
110,0.3525,0.05263157894736842,100000.0
111,0.409,0.05263157894736842,100000.0
112,0.46549999999999997,0.05263157894736842,100000.0
113,0.522,0.05263157894736842,100000.0
114,0.5785,0.05263157894736842,696.6947504860661
115,0.635,0.05263157894736842,510.3694102397926
116,0.6915,0.05263157894736842,583.2793259883344
117,0.748,0.05263157894736842,6537.589112119248
118,0.8045,0.05263157894736842,100000.0
119,0.861,0.05263157894736842,100000.0
120,0.9175,0.05263157894736842,100000.0
121,0.974,0.05263157894736842,100000.0
122,1.0305,0.05263157894736842,100000.0
123,1.087,0.05263157894736842,100000.0
124,1.1435,0.05263157894736842,100000.0
125,1.2,0.05263157894736842,100000.0
126,0.07,0.06315789473684211,10814.9708360337
127,0.1265,0.06315789473684211,100000.0
128,0.183,0.06315789473684211,14719.701879455606
129,0.2395,0.06315789473684211,100000.0
130,0.296,0.06315789473684211,100000.0
131,0.3525,0.06315789473684211,100000.0
132,0.409,0.06315789473684211,100000.0
133,0.46549999999999997,0.06315789473684211,100000.0
134,0.522,0.06315789473684211,5119.896305897602
135,0.5785,0.06315789473684211,1247.5696694750486
136,0.635,0.06315789473684211,4382.696046662346
137,0.6915,0.06315789473684211,2130.5897602073883
138,0.748,0.06315789473684211,2397.9261179520417
139,0.8045,0.06315789473684211,100000.0
140,0.861,0.06315789473684211,100000.0
141,0.9175,0.06315789473684211,100000.0
142,0.974,0.06315789473684211,100000.0
143,1.0305,0.06315789473684211,100000.0
144,1.087,0.06315789473684211,100000.0
145,1.1435,0.06315789473684211,100000.0
146,1.2,0.06315789473684211,100000.0
147,0.07,0.07368421052631578,4925.4698639014905
148,0.1265,0.07368421052631578,100000.0
149,0.183,0.07368421052631578,753.402462734932
150,0.2395,0.07368421052631578,2867.7900194426443
151,0.296,0.07368421052631578,100000.0
152,0.3525,0.07368421052631578,100000.0
153,0.409,0.07368421052631578,100000.0
154,0.46549999999999997,0.07368421052631578,100000.0
155,0.522,0.07368421052631578,1595.9170447180818
156,0.5785,0.07368421052631578,162.02203499675957
157,0.635,0.07368421052631578,4099.157485418017
158,0.6915,0.07368421052631578,4633.830200907323
159,0.748,0.07368421052631578,6983.149708360337
160,0.8045,0.07368421052631578,100000.0
161,0.861,0.07368421052631578,100000.0
162,0.9175,0.07368421052631578,100000.0
163,0.974,0.07368421052631578,100000.0
164,1.0305,0.07368421052631578,100000.0
165,1.087,0.07368421052631578,100000.0
166,1.1435,0.07368421052631578,100000.0
167,1.2,0.07368421052631578,100000.0
168,0.07,0.08421052631578947,38212.89695398574
169,0.1265,0.08421052631578947,100000.0
170,0.183,0.08421052631578947,826.3123784834738
171,0.2395,0.08421052631578947,631.8859364873623
172,0.296,0.08421052631578947,100000.0
173,0.3525,0.08421052631578947,100000.0
174,0.409,0.08421052631578947,100000.0
175,0.46549999999999997,0.08421052631578947,100000.0
176,0.522,0.08421052631578947,3402.4627349319508
177,0.5785,0.08421052631578947,32.40440699935191
178,0.635,0.08421052631578947,137.71872974724562
179,0.6915,0.08421052631578947,858.7167854828257
180,0.748,0.08421052631578947,2519.442644199611
181,0.8045,0.08421052631578947,100000.0
182,0.861,0.08421052631578947,100000.0
183,0.9175,0.08421052631578947,100000.0
184,0.974,0.08421052631578947,100000.0
185,1.0305,0.08421052631578947,100000.0
186,1.087,0.08421052631578947,100000.0
187,1.1435,0.08421052631578947,100000.0
188,1.2,0.08421052631578947,100000.0
189,0.07,0.09473684210526316,5533.052495139339
190,0.1265,0.09473684210526316,100000.0
191,0.183,0.09473684210526316,81.01101749837979
192,0.2395,0.09473684210526316,14249.837977965004
193,0.296,0.09473684210526316,100000.0
194,0.3525,0.09473684210526316,100000.0
195,0.409,0.09473684210526316,100000.0
196,0.46549999999999997,0.09473684210526316,100000.0
197,0.522,0.09473684210526316,121.51652624756967
198,0.5785,0.09473684210526316,1247.5696694750486
199,0.635,0.09473684210526316,137.71872974724562
200,0.6915,0.09473684210526316,469.86390149060276
201,0.748,0.09473684210526316,3669.7990926766042
202,0.8045,0.09473684210526316,3572.5858716785483
203,0.861,0.09473684210526316,100000.0
204,0.9175,0.09473684210526316,100000.0
205,0.974,0.09473684210526316,100000.0
206,1.0305,0.09473684210526316,100000.0
207,1.087,0.09473684210526316,100000.0
208,1.1435,0.09473684210526316,100000.0
209,1.2,0.09473684210526316,100000.0
210,0.07,0.10526315789473684,8935.51523007129
211,0.1265,0.10526315789473684,100000.0
212,0.183,0.10526315789473684,14128.321451717435
213,0.2395,0.10526315789473684,28848.02333117304
214,0.296,0.10526315789473684,100000.0
215,0.3525,0.10526315789473684,100000.0
216,0.409,0.10526315789473684,100000.0
217,0.46549999999999997,0.10526315789473684,100000.0
218,0.522,0.10526315789473684,1766.0401814646793
219,0.5785,0.10526315789473684,170.12313674659754
220,0.635,0.10526315789473684,3823.7200259235256
221,0.6915,0.10526315789473684,591.3804277381724
222,0.748,0.10526315789473684,5533.052495139339
223,0.8045,0.10526315789473684,100000.0
224,0.861,0.10526315789473684,100000.0
225,0.9175,0.10526315789473684,100000.0
226,0.974,0.10526315789473684,100000.0
227,1.0305,0.10526315789473684,100000.0
228,1.087,0.10526315789473684,100000.0
229,1.1435,0.10526315789473684,100000.0
230,1.2,0.10526315789473684,100000.0
231,0.07,0.11578947368421053,3613.0913804277384
232,0.1265,0.11578947368421053,100000.0
233,0.183,0.11578947368421053,16566.753078418664
234,0.2395,0.11578947368421053,100000.0
235,0.296,0.11578947368421053,100000.0
236,0.3525,0.11578947368421053,100000.0
237,0.409,0.11578947368421053,100000.0
238,0.46549999999999997,0.11578947368421053,100000.0
239,0.522,0.11578947368421053,137.71872974724562
240,0.5785,0.11578947368421053,1401.4906027219702
241,0.635,0.11578947368421053,186.3253402462735
242,0.6915,0.11578947368421053,2924.49773169151
243,0.748,0.11578947368421053,7169.4750486066105
244,0.8045,0.11578947368421053,2527.543745949449
245,0.861,0.11578947368421053,100000.0
246,0.9175,0.11578947368421053,100000.0
247,0.974,0.11578947368421053,100000.0
248,1.0305,0.11578947368421053,100000.0
249,1.087,0.11578947368421053,100000.0
250,1.1435,0.11578947368421053,100000.0
251,1.2,0.11578947368421053,100000.0
252,0.07,0.12631578947368421,5500.6480881399875
253,0.1265,0.12631578947368421,100000.0
254,0.183,0.12631578947368421,0.0
255,0.2395,0.12631578947368421,100000.0
256,0.296,0.12631578947368421,100000.0
257,0.3525,0.12631578947368421,100000.0
258,0.409,0.12631578947368421,100000.0
259,0.46549999999999997,0.12631578947368421,100000.0
260,0.522,0.12631578947368421,1506.804925469864
261,0.5785,0.12631578947368421,137.71872974724562
262,0.635,0.12631578947368421,89.11211924821777
263,0.6915,0.12631578947368421,2171.0952689565784
264,0.748,0.12631578947368421,5265.716137394686
265,0.8045,0.12631578947368421,7542.125729099158
266,0.861,0.12631578947368421,100000.0
267,0.9175,0.12631578947368421,100000.0
268,0.974,0.12631578947368421,100000.0
269,1.0305,0.12631578947368421,100000.0
270,1.087,0.12631578947368421,100000.0
271,1.1435,0.12631578947368421,100000.0
272,1.2,0.12631578947368421,100000.0
273,0.07,0.1368421052631579,170.12313674659754
274,0.1265,0.1368421052631579,100000.0
275,0.183,0.1368421052631579,2122.48865845755
276,0.2395,0.1368421052631579,631.8859364873623
277,0.296,0.1368421052631579,46864.8736228127
278,0.3525,0.1368421052631579,100000.0
279,0.409,0.1368421052631579,100000.0
280,0.46549999999999997,0.1368421052631579,100000.0
281,0.522,0.1368421052631579,1685.0291639662994
282,0.5785,0.1368421052631579,1579.7148412184058
283,0.635,0.1368421052631579,607.5826312378483
284,0.6915,0.1368421052631579,883.0200907323397
285,0.748,0.1368421052631579,5533.052495139339
286,0.8045,0.1368421052631579,100000.0
287,0.861,0.1368421052631579,30508.749189889826
288,0.9175,0.1368421052631579,100000.0
289,0.974,0.1368421052631579,100000.0
290,1.0305,0.1368421052631579,100000.0
291,1.087,0.1368421052631579,100000.0
292,1.1435,0.1368421052631579,100000.0
293,1.2,0.1368421052631579,100000.0
294,0.07,0.14736842105263157,607.5826312378483
295,0.1265,0.14736842105263157,100000.0
296,0.183,0.14736842105263157,5800.3888528839925
297,0.2395,0.14736842105263157,299.7407647440052
298,0.296,0.14736842105263157,100000.0
299,0.3525,0.14736842105263157,100000.0
300,0.409,0.14736842105263157,100000.0
301,0.46549999999999997,0.14736842105263157,100000.0
302,0.522,0.14736842105263157,100000.0
303,0.5785,0.14736842105263157,445.56059624108883
304,0.635,0.14736842105263157,2624.756966947505
305,0.6915,0.14736842105263157,891.1211924821777
306,0.748,0.14736842105263157,5387.232663642256
307,0.8045,0.14736842105263157,6699.611147116008
308,0.861,0.14736842105263157,100000.0
309,0.9175,0.14736842105263157,100000.0
310,0.974,0.14736842105263157,100000.0
311,1.0305,0.14736842105263157,100000.0
312,1.087,0.14736842105263157,100000.0
313,1.1435,0.14736842105263157,100000.0
314,1.2,0.14736842105263157,100000.0
315,0.07,0.15789473684210525,6237.848347375243
316,0.1265,0.15789473684210525,100000.0
317,0.183,0.15789473684210525,631.8859364873623
318,0.2395,0.15789473684210525,100000.0
319,0.296,0.15789473684210525,100000.0
320,0.3525,0.15789473684210525,100000.0
321,0.409,0.15789473684210525,100000.0
322,0.46549999999999997,0.15789473684210525,100000.0
323,0.522,0.15789473684210525,1579.7148412184058
324,0.5785,0.15789473684210525,834.4134802333118
325,0.635,0.15789473684210525,558.9760207388205
326,0.6915,0.15789473684210525,2065.7809462086843
327,0.748,0.15789473684210525,5573.558003888529
328,0.8045,0.15789473684210525,100000.0
329,0.861,0.15789473684210525,100000.0
330,0.9175,0.15789473684210525,100000.0
331,0.974,0.15789473684210525,100000.0
332,1.0305,0.15789473684210525,100000.0
333,1.087,0.15789473684210525,100000.0
334,1.1435,0.15789473684210525,100000.0
335,1.2,0.15789473684210525,100000.0
336,0.07,0.16842105263157894,10547.634478289048
337,0.1265,0.16842105263157894,100000.0
338,0.183,0.16842105263157894,23914.452365521713
339,0.2395,0.16842105263157894,4795.8522359040835
340,0.296,0.16842105263157894,3151.3285806869735
341,0.3525,0.16842105263157894,100000.0
342,0.409,0.16842105263157894,100000.0
343,0.46549999999999997,0.16842105263157894,100000.0
344,0.522,0.16842105263157894,202.52754374594946
345,0.5785,0.16842105263157894,567.0771224886585
346,0.635,0.16842105263157894,2527.543745949449
347,0.6915,0.16842105263157894,1028.8399222294233
348,0.748,0.16842105263157894,4463.707064160726
349,0.8045,0.16842105263157894,1928.0622164614388
350,0.861,0.16842105263157894,10904.08295528192
351,0.9175,0.16842105263157894,100000.0
352,0.974,0.16842105263157894,100000.0
353,1.0305,0.16842105263157894,100000.0
354,1.087,0.16842105263157894,100000.0
355,1.1435,0.16842105263157894,100000.0
356,1.2,0.16842105263157894,100000.0
357,0.07,0.17894736842105263,429.35839274141284
358,0.1265,0.17894736842105263,100000.0
359,0.183,0.17894736842105263,6821.127673363578
360,0.2395,0.17894736842105263,2713.8690861957225
361,0.296,0.17894736842105263,46103.370058327935
362,0.3525,0.17894736842105263,100000.0
363,0.409,0.17894736842105263,100000.0
364,0.46549999999999997,0.17894736842105263,100000.0
365,0.522,0.17894736842105263,56.707712248865846
366,0.5785,0.17894736842105263,340.2462734931951
367,0.635,0.17894736842105263,429.35839274141284
368,0.6915,0.17894736842105263,712.8969539857421
369,0.748,0.17894736842105263,4423.201555411536
370,0.8045,0.17894736842105263,14906.02721970188
371,0.861,0.17894736842105263,100000.0
372,0.9175,0.17894736842105263,100000.0
373,0.974,0.17894736842105263,100000.0
374,1.0305,0.17894736842105263,100000.0
375,1.087,0.17894736842105263,100000.0
376,1.1435,0.17894736842105263,100000.0
377,1.2,0.17894736842105263,100000.0
378,0.07,0.18947368421052632,874.9189889825017
379,0.1265,0.18947368421052632,100000.0
380,0.183,0.18947368421052632,7525.923525599482
381,0.2395,0.18947368421052632,100000.0
382,0.296,0.18947368421052632,100000.0
383,0.3525,0.18947368421052632,100000.0
384,0.409,0.18947368421052632,100000.0
385,0.46549999999999997,0.18947368421052632,100000.0
386,0.522,0.18947368421052632,56.707712248865846
387,0.5785,0.18947368421052632,737.200259235256
388,0.635,0.18947368421052632,7007.453013609851
389,0.6915,0.18947368421052632,129.61762799740765
390,0.748,0.18947368421052632,2292.6117952041477
391,0.8045,0.18947368421052632,542.7738172391446
392,0.861,0.18947368421052632,3410.563836681789
393,0.9175,0.18947368421052632,46014.25793907972
394,0.974,0.18947368421052632,100000.0
395,1.0305,0.18947368421052632,100000.0
396,1.087,0.18947368421052632,100000.0
397,1.1435,0.18947368421052632,100000.0
398,1.2,0.18947368421052632,100000.0
399,0.07,0.2,7639.3389500972135
400,0.1265,0.2,100000.0
401,0.183,0.2,10863.577446532729
402,0.2395,0.2,3062.2164614387557
403,0.296,0.2,5265.716137394686
404,0.3525,0.2,100000.0
405,0.409,0.2,100000.0
406,0.46549999999999997,0.2,100000.0
407,0.522,0.2,3054.1153596889176
408,0.5785,0.2,567.0771224886585
409,0.635,0.2,3499.6759559300067
410,0.6915,0.2,170.12313674659754
411,0.748,0.2,1207.0641607258588
412,0.8045,0.2,2689.5657809462086
413,0.861,0.2,100000.0
414,0.9175,0.2,100000.0
415,0.974,0.2,88747.56966947505
416,1.0305,0.2,100000.0
417,1.087,0.2,100000.0
418,1.1435,0.2,100000.0
419,1.2,0.2,100000.0
